,date,open,high,low,close,vol
41,2014-03-05,1357.67,1364.03,1330.67,1351.11,51458666467
42,2014-03-06,1352.37,1370.36,1301.96,1337.98,73730707234
43,2014-03-07,1335.7,1359.18,1322.1,1339.36,49801950288
44,2014-03-11,1334.96,1334.96,1304.36,1308.7,43995018689
45,2014-03-12,1304.18,1304.18,1271.76,1274.21,51981014351
46,2014-03-13,1279.79,1285.89,1247.79,1248.56,57982552741
47,2014-03-14,1236.4,1240.69,1182.89,1237.43,82550968523
48,2014-03-17,1237.52,1288.3,1237.52,1283.7,92223261770
49,2014-03-18,1290.44,1340.15,1278.82,1335.86,71329119457
50,2014-03-19,1334.87,1352.4,1312.51,1319.02,63037171113
51,2014-03-20,1314.73,1325.45,1302.73,1320.5,42677768542
52,2014-03-21,1315.34,1315.34,1270.63,1307.34,61637716793
53,2014-03-24,1306.16,1332.93,1297.88,1297.91,42746229557
54,2014-03-25,1298.42,1332.76,1289.26,1324.44,52552458215
55,2014-03-26,1328.38,1359.86,1328.38,1349.39,58184268297
56,2014-03-27,1346.29,1351.71,1321.23,1331.93,44862038717
57,2014-03-28,1333.93,1353.83,1330.54,1344.12,38623558833
58,2014-03-31,1343.81,1369.29,1343.44,1369.29,44009638604
59,2014-04-01,1370.36,1378.53,1359.62,1375.73,43677890257
60,2014-04-02,1375.23,1379.88,1358.46,1373.33,40080119279
61,2014-04-03,1374.77,1382.05,1360.49,1366.04,34651168726
62,2014-04-04,1369.75,1388.0,1361.63,1382.41,38443658067
63,2014-04-07,1377.33,1377.33,1334.93,1349.79,56297711554
64,2014-04-08,1349.79,1352.33,1334.67,1352.33,43914354331
65,2014-04-09,1352.67,1355.77,1337.98,1348.85,39501266590
66,2014-04-10,1351.2,1367.71,1348.3,1367.71,41994459771
67,2014-04-11,1355.25,1371.07,1346.18,1362.4,39604300301
68,2014-04-14,1358.8,1358.8,1337.0,1344.86,43507706220
69,2014-04-15,1343.9,1347.83,1308.93,1311.01,41391606206
70,2014-04-16,1311.03,1326.2,1300.76,1322.6,50484789003
71,2014-04-17,1322.34,1336.22,1311.01,1329.67,35896730364
72,2014-04-18,1348.52,1362.46,1348.52,1356.54,28168831213
73,2014-04-21,1356.41,1359.15,1342.48,1345.04,20143790154
74,2014-04-22,1345.02,1345.02,1327.07,1335.62,33034264906
75,2014-04-23,1335.05,1335.6,1324.22,1329.11,29810475925
76,2014-04-24,1331.11,1334.09,1289.88,1300.54,49874818331
77,2014-04-25,1298.01,1298.19,1277.94,1280.12,48263358097
78,2014-04-28,1276.08,1302.08,1260.43,1299.13,57728932367
79,2014-04-29,1303.19,1318.33,1298.72,1304.78,37894446155
80,2014-04-30,1305.86,1309.49,1296.24,1306.01,27633273026
81,2014-05-02,1301.9,1306.44,1292.12,1304.84,15722736384
82,2014-05-05,1300.57,1306.35,1289.8,1298.29,15961246766
83,2014-05-06,1301.07,1321.42,1301.07,1318.57,30132972425
84,2014-05-07,1316.74,1379.42,1312.72,1363.48,59698326165
85,2014-05-08,1366.13,1383.76,1355.34,1371.42,53087912546
86,2014-05-12,1373.44,1383.87,1363.04,1375.31,37536188802
87,2014-05-13,1375.7,1395.19,1375.7,1385.29,44141421463
88,2014-05-14,1386.3,1389.11,1378.39,1389.11,33917167205
89,2014-05-15,1389.4,1399.49,1381.2,1381.99,40174867065
90,2014-05-16,1380.42,1392.3,1374.29,1392.3,33229737990
91,2014-05-19,1393.03,1418.87,1392.76,1413.85,42096922950
92,2014-05-20,1417.16,1425.99,1406.87,1425.58,49706788626
93,2014-05-21,1425.83,1441.87,1415.5,1439.9,60826079053
94,2014-05-22,1442.26,1446.3,1420.49,1430.54,33777890007
95,2014-05-23,1428.8,1440.8,1422.08,1438.98,36655049047
96,2014-05-26,1440.38,1456.66,1438.34,1449.36,26221929164
97,2014-05-27,1449.57,1449.57,1410.09,1417.32,45006497893
98,2014-05-28,1418.14,1429.8,1408.87,1425.95,33227619823
99,2014-05-29,1427.8,1449.59,1427.27,1447.39,36824096831
100,2014-05-30,1448.11,1450.76,1432.03,1432.03,34649491010
101,2014-06-02,1434.73,1475.0,1434.73,1464.47,41184593332
102,2014-06-03,1461.21,1472.83,1449.83,1472.83,35421804972
103,2014-06-04,1470.67,1482.63,1466.08,1475.79,32306371771
104,2014-06-05,1475.48,1483.84,1465.9,1470.7,36330897151
105,2014-06-06,1471.46,1486.59,1457.73,1484.94,38599777176
106,2014-06-09,1485.31,1497.9,1484.27,1485.39,26374925321
107,2014-06-10,1485.24,1490.81,1475.98,1490.81,29430518122
108,2014-06-11,1490.8,1501.18,1487.45,1501.18,26752337561
109,2014-06-16,1487.55,1500.89,1467.37,1493.93,64386743439
110,2014-06-17,1494.07,1501.59,1479.98,1486.38,29664844808
111,2014-06-18,1486.45,1500.37,1484.52,1494.28,33911920376
112,2014-06-19,1503.5,1508.95,1493.86,1495.09,33365816577
113,2014-06-20,1492.24,1495.93,1481.25,1486.3,31416741323
114,2014-06-23,1489.67,1498.87,1478.63,1486.3,27991633367
115,2014-06-24,1488.67,1519.04,1488.5,1518.83,47131621979
116,2014-06-25,1516.4,1516.4,1479.31,1481.95,39009853271
117,2014-06-26,1484.91,1489.68,1465.25,1473.18,33389595355
118,2014-06-27,1474.27,1481.15,1467.99,1477.32,24506324520
119,2014-06-30,1477.29,1478.41,1460.42,1476.38,25738557239
120,2014-07-01,1476.29,1483.23,1461.53,1482.92,24341254952
121,2014-07-02,1483.03,1514.33,1482.85,1514.33,34704130377
122,2014-07-03,1514.37,1522.14,1510.69,1514.47,29541346787
123,2014-07-04,1512.16,1516.33,1485.6,1489.53,25432309583
124,2014-07-07,1486.28,1518.04,1484.32,1513.72,26447591867
125,2014-07-08,1513.66,1531.99,1512.74,1516.75,36406962321
126,2014-07-09,1513.68,1518.44,1496.98,1513.38,28433619876
127,2014-07-10,1515.35,1521.86,1480.35,1494.92,40593712934
128,2014-07-11,1495.51,1502.19,1488.91,1499.82,27280591834
129,2014-07-14,1500.82,1502.67,1482.8,1483.41,25874350380
130,2014-07-15,1482.67,1487.32,1472.02,1475.77,31348119170
131,2014-07-16,1466.16,1482.58,1459.34,1474.72,31471423221
132,2014-07-17,1459.9,1459.9,1429.11,1440.63,46983315494
133,2014-07-18,1429.29,1429.29,1410.75,1422.53,40042413140
134,2014-07-21,1424.17,1424.17,1384.5,1384.5,39527909818
135,2014-07-22,1390.99,1414.16,1390.99,1405.97,35820774896
136,2014-07-23,1406.72,1421.56,1395.81,1406.58,29647055743
137,2014-07-24,1405.06,1410.67,1394.05,1408.8,25372742027
138,2014-07-25,1406.75,1406.75,1386.18,1388.41,29628586311
139,2014-07-28,1384.27,1384.27,1357.1,1361.94,30461885017
140,2014-07-29,1362.35,1380.24,1356.64,1369.83,35280719684
141,2014-07-30,1363.88,1403.55,1359.78,1382.14,38363266132
142,2014-07-31,1383.03,1399.08,1377.36,1379.61,29121177754
143,2014-08-01,1376.06,1378.08,1358.15,1374.83,33134471815
144,2014-08-04,1377.2,1386.4,1365.03,1378.98,26195753576
145,2014-08-05,1379.68,1383.28,1356.21,1357.89,26258554225
146,2014-08-06,1356.59,1362.17,1333.51,1334.66,44555802086
147,2014-08-07,1331.24,1339.76,1306.87,1333.53,46389687389
148,2014-08-08,1332.43,1360.43,1329.18,1348.21,34479528820
149,2014-08-11,1360.06,1379.21,1360.06,1372.45,31242120463
150,2014-08-12,1373.54,1386.18,1368.1,1374.19,30027011620
151,2014-08-13,1373.87,1402.38,1373.87,1398.85,33763586053
152,2014-08-14,1398.39,1412.87,1391.67,1407.53,32917275901
153,2014-08-15,1407.62,1425.68,1400.7,1417.82,26772144978
154,2014-08-18,1417.98,1427.93,1415.39,1425.18,18156608193
155,2014-08-19,1426.63,1441.35,1426.63,1437.6,25673186641
156,2014-08-20,1437.36,1447.5,1432.64,1447.5,25728795150
157,2014-08-21,1446.94,1469.4,1445.53,1461.75,28439597629
158,2014-08-22,1462.15,1463.53,1434.09,1446.6,28861993115
159,2014-08-25,1446.46,1456.7,1446.14,1454.67,17577741392
160,2014-08-26,1455.42,1459.95,1441.46,1443.32,19706721633
161,2014-08-27,1447.69,1454.96,1445.08,1447.91,19549941365
162,2014-08-28,1446.93,1447.72,1414.18,1423.78,43849484690
163,2014-08-29,1422.39,1428.58,1400.53,1400.71,33201404778
164,2014-09-01,1402.57,1419.88,1389.91,1392.4,34518068575
165,2014-09-02,1392.53,1401.67,1386.41,1400.35,20818865093
166,2014-09-03,1401.39,1452.87,1400.61,1449.29,56947742576
167,2014-09-04,1451.12,1461.99,1439.4,1457.34,34234449476
168,2014-09-05,1452.88,1481.06,1447.03,1474.71,37451362820
169,2014-09-08,1474.45,1478.21,1460.86,1464.76,26433491805
170,2014-09-09,1466.24,1479.55,1465.99,1468.17,22936789195
171,2014-09-10,1465.83,1472.16,1456.56,1468.55,19594281049
172,2014-09-11,1470.37,1479.0,1449.18,1449.63,30806370159
173,2014-09-12,1449.21,1470.48,1440.23,1458.52,30540111711
174,2014-09-15,1457.87,1466.42,1441.34,1454.19,36468665661
175,2014-09-16,1454.16,1483.6,1451.21,1477.31,34534659889
176,2014-09-17,1474.67,1474.67,1437.73,1449.37,43639537600
177,2014-09-18,1449.49,1460.09,1443.8,1448.63,26613627505
178,2014-09-19,1449.66,1454.05,1423.59,1431.58,40511648507
179,2014-09-22,1430.44,1436.12,1412.83,1412.83,24222820008
180,2014-09-23,1413.55,1432.21,1413.55,1429.45,25653683539
181,2014-09-24,1429.97,1447.43,1429.97,1441.83,27112532783
182,2014-09-25,1444.65,1454.26,1435.39,1436.05,28583336065
183,2014-09-26,1433.65,1440.84,1424.43,1434.2,27264278974
184,2014-09-29,1437.53,1444.92,1405.94,1408.28,28044716283
185,2014-09-30,1409.85,1427.96,1402.43,1411.07,33303774005
186,2014-10-01,1408.04,1421.51,1399.8,1399.99,28794881658
187,2014-10-02,1399.21,1400.78,1372.46,1376.35,33543753262
188,2014-10-03,1376.82,1397.14,1376.37,1384.66,27442688141
189,2014-10-06,1387.33,1424.28,1387.33,1418.15,30502201300
190,2014-10-07,1418.07,1421.81,1399.57,1403.48,25197385593
191,2014-10-08,1403.56,1403.56,1379.76,1379.76,30130451650
192,2014-10-09,1390.39,1405.36,1379.92,1384.33,31671675951
193,2014-10-10,1379.44,1379.44,1359.44,1364.24,33138650374
194,2014-10-13,1360.95,1393.57,1358.46,1383.93,28526206652
195,2014-10-14,1384.25,1408.53,1383.66,1394.16,28680729591
196,2014-10-15,1391.24,1394.73,1374.59,1377.09,27114234624
197,2014-10-16,1382.87,1393.37,1354.7,1360.33,39682859305
198,2014-10-17,1363.94,1391.05,1363.94,1384.72,30556742952
199,2014-10-20,1387.28,1395.92,1369.99,1376.36,28265801696
200,2014-10-21,1375.82,1389.81,1361.59,1383.35,30231469878
201,2014-10-22,1386.63,1392.41,1371.45,1374.19,30095399433
202,2014-10-23,1372.47,1377.93,1355.3,1372.92,34303057213
203,2014-10-24,1372.52,1381.82,1363.55,1380.39,20593290051
204,2014-10-27,1384.36,1404.07,1383.29,1394.27,29726383684
205,2014-10-28,1395.3,1422.72,1394.26,1415.51,30758815931
206,2014-10-29,1415.9,1441.98,1411.0,1439.58,36586717584
207,2014-10-30,1437.64,1456.88,1428.4,1452.89,49073324158
208,2014-10-31,1455.5,1488.47,1454.73,1488.47,51863127433
209,2014-11-03,1483.15,1495.86,1477.19,1491.19,17481520523
210,2014-11-05,1489.73,1496.04,1471.29,1495.26,35993706175
211,2014-11-06,1495.63,1521.12,1490.66,1497.46,40485840607
212,2014-11-07,1497.87,1525.99,1486.42,1497.11,62435787319
213,2014-11-10,1500.99,1518.71,1498.59,1515.36,36072189835
214,2014-11-11,1514.81,1531.86,1511.7,1514.78,38459111229
215,2014-11-12,1514.8,1524.71,1507.45,1513.83,34100235041
216,2014-11-13,1514.22,1522.84,1492.27,1492.27,39369641894
217,2014-11-14,1487.87,1507.87,1482.06,1500.76,34296102848
218,2014-11-17,1499.79,1512.6,1494.94,1507.1,25778674454
219,2014-11-18,1509.35,1524.79,1495.1,1519.61,37626778528
220,2014-11-19,1519.11,1524.09,1513.71,1517.97,31482266937
221,2014-11-20,1518.44,1535.83,1517.28,1530.4,34907988978
222,2014-11-21,1531.27,1541.51,1515.01,1538.93,36353481324
223,2014-11-24,1539.59,1541.72,1521.84,1529.54,31750458255
224,2014-11-25,1528.67,1537.44,1516.24,1529.57,26151147336
225,2014-11-26,1527.33,1537.43,1522.57,1537.43,30877259958
226,2014-11-27,1536.59,1548.12,1528.11,1531.69,39939357345
227,2014-11-28,1527.8,1539.93,1518.5,1533.68,45610410708
228,2014-12-01,1532.87,1598.04,1525.43,1578.38,62166248251
229,2014-12-02,1582.05,1596.78,1556.03,1583.12,46843420167
230,2014-12-03,1583.64,1608.69,1578.98,1606.84,47389306057
231,2014-12-04,1605.09,1623.0,1577.77,1582.08,59378086980
232,2014-12-05,1582.33,1586.59,1528.69,1529.2,44052547228
233,2014-12-08,1534.61,1551.63,1476.14,1481.27,46772419082
234,2014-12-09,1481.44,1490.18,1459.82,1475.22,43732135318
235,2014-12-10,1477.33,1514.62,1477.33,1486.85,42337397882
236,2014-12-11,1486.94,1494.07,1443.13,1455.04,50594982820
237,2014-12-12,1451.91,1488.34,1413.34,1459.68,51200831401
238,2014-12-15,1459.16,1483.2,1402.88,1424.99,68027939909
239,2014-12-16,1416.43,1483.81,1309.82,1444.32,99708892851
240,2014-12-17,1446.43,1475.77,1389.63,1413.79,79354214527
241,2014-12-18,1431.57,1506.13,1419.01,1477.27,78761569805
242,2014-12-19,1471.95,1488.26,1417.68,1449.13,43489211810
243,2014-12-22,1453.18,1465.63,1421.39,1437.08,50209370839
244,2014-12-23,1438.32,1446.27,1391.66,1398.2,40711658735
245,2014-12-24,1397.31,1411.42,1383.63,1401.5,28015719243
246,2014-12-25,1398.01,1410.04,1383.96,1408.54,23569010203
247,2014-12-26,1409.96,1432.41,1409.96,1417.8,21938441630
248,2014-12-29,1416.32,1489.62,1409.1,1432.94,31782008617
249,2014-12-30,1425.72,1427.46,1378.84,1396.61,26156334473
250,2015-01-05,1393.37,1438.86,1390.62,1435.66,15320687285
251,2015-01-06,1431.6,1481.3,1430.69,1480.73,21268814897
252,2015-01-08,1482.12,1564.76,1482.12,1547.39,35505063516
253,2015-01-09,1548.77,1557.83,1496.18,1515.37,27223058410
254,2015-01-12,1512.65,1534.49,1503.6,1513.22,23419055856
255,2015-01-13,1513.52,1543.58,1499.57,1533.09,33133664935
256,2015-01-14,1531.72,1559.99,1524.82,1554.46,32105492806
257,2015-01-15,1563.74,1586.11,1555.36,1563.21,38679500660
258,2015-01-16,1559.24,1594.06,1551.03,1591.43,30068854489
259,2015-01-19,1590.23,1627.28,1573.09,1576.4,37167969626
260,2015-01-20,1577.61,1594.86,1561.83,1570.97,31919504256
261,2015-01-21,1576.15,1619.02,1571.23,1618.17,31259697570
262,2015-01-22,1620.92,1676.37,1618.54,1666.56,50131522012
263,2015-01-23,1670.42,1700.77,1662.12,1671.8,44311526698
264,2015-01-26,1670.3,1670.3,1622.14,1642.37,36919529789
265,2015-01-27,1625.05,1681.44,1614.92,1673.92,44461457724
266,2015-01-28,1675.37,1706.29,1643.42,1647.71,43016957356
267,2015-01-29,1645.56,1675.5,1639.65,1639.65,38654354336
268,2015-01-30,1647.75,1664.73,1631.67,1647.69,41682092114
269,2015-02-02,1648.95,1663.8,1616.32,1625.31,43204113857
270,2015-02-03,1634.76,1667.51,1630.03,1654.36,36684677691
271,2015-02-04,1655.63,1664.56,1643.24,1656.02,28406694409
272,2015-02-05,1650.25,1698.76,1642.52,1696.06,47193997103
273,2015-02-06,1698.92,1762.36,1697.84,1755.45,54221952383
274,2015-02-09,1757.22,1829.66,1740.58,1748.55,63280101174
275,2015-02-10,1745.98,1774.06,1729.84,1742.35,32450702270
276,2015-02-11,1765.81,1787.76,1757.32,1763.6,38491876240
277,2015-02-12,1767.65,1816.6,1748.02,1802.8,85319933357
278,2015-02-13,1818.74,1839.71,1817.89,1838.18,75313894394
279,2015-02-16,1838.65,1848.13,1785.67,1800.59,36790994748
280,2015-02-17,1800.02,1842.49,1781.82,1793.82,52881168864
281,2015-02-18,1799.34,1833.05,1799.34,1809.67,49388542824
282,2015-02-19,1809.67,1819.83,1757.4,1797.87,47713577864
283,2015-02-20,1803.06,1808.93,1780.03,1792.7,31928247145
284,2015-02-24,1760.24,1774.82,1755.03,1772.16,29693757499
285,2015-02-25,1772.46,1773.73,1727.7,1746.23,34882084448
286,2015-02-26,1747.16,1769.48,1735.39,1760.66,40878525521
287,2015-02-27,1757.71,1769.21,1741.08,1758.97,34816153558
288,2015-03-02,1763.64,1789.54,1763.64,1783.34,28597842943
289,2015-03-03,1782.85,1825.74,1769.63,1807.7,41033146650
290,2015-03-04,1806.97,1816.21,1756.36,1759.35,32963701938
291,2015-03-05,1767.31,1791.97,1746.09,1760.55,42976918874
292,2015-03-06,1761.77,1766.8,1723.22,1728.55,28339130028
293,2015-03-10,1716.82,1719.78,1663.89,1665.38,41262700014
294,2015-03-11,1665.67,1692.31,1655.61,1671.47,36032409936
295,2015-03-12,1673.06,1680.78,1656.37,1664.7,28247784352
296,2015-03-13,1663.81,1668.95,1621.95,1627.88,34064154241
297,2015-03-16,1623.57,1636.14,1609.85,1609.85,35828098909
298,2015-03-17,1611.37,1627.54,1604.27,1611.69,33791281594
299,2015-03-18,1613.11,1640.2,1612.12,1632.12,28577123436
300,2015-03-19,1645.95,1652.68,1607.49,1607.97,34622152099
301,2015-03-20,1607.86,1640.8,1599.67,1628.64,54299739452
302,2015-03-23,1635.82,1638.82,1597.64,1602.85,31172311202
303,2015-03-24,1603.71,1623.85,1590.62,1618.62,28491305662
304,2015-03-25,1620.06,1625.99,1595.9,1615.5,27484903291
305,2015-03-26,1618.89,1633.21,1574.26,1581.84,36714811490
306,2015-03-27,1582.73,1594.31,1569.69,1571.55,28812026020
307,2015-03-30,1571.67,1615.55,1571.67,1612.84,28725942381
308,2015-03-31,1613.27,1626.18,1606.39,1626.18,33742251613
309,2015-04-01,1624.81,1662.81,1613.83,1661.9,38455199985
310,2015-04-02,1662.91,1682.28,1656.36,1679.24,36856529940
311,2015-04-03,1679.77,1692.87,1676.49,1681.47,19351904486
312,2015-04-06,1695.34,1701.24,1679.31,1700.64,22728567010
313,2015-04-07,1700.68,1709.81,1684.23,1695.64,42156302192
314,2015-04-08,1694.07,1694.07,1669.88,1683.63,33256561914
315,2015-04-09,1679.7,1679.7,1648.38,1667.6,54277594144
316,2015-04-10,1667.61,1674.34,1635.94,1657.02,45171576856
317,2015-04-13,1656.82,1694.8,1654.49,1678.19,40607797915
318,2015-04-14,1677.23,1677.34,1641.92,1647.39,35857782278
319,2015-04-15,1647.47,1681.7,1643.14,1677.7,40037734888
320,2015-04-16,1681.01,1686.84,1661.38,1686.79,44360086518
321,2015-04-17,1688.6,1694.04,1656.59,1656.59,46513599503
322,2015-04-20,1660.11,1691.93,1655.93,1683.24,42410329020
323,2015-04-21,1682.94,1711.21,1682.94,1710.24,35500021585
324,2015-04-22,1709.75,1712.87,1669.25,1677.56,36991171384
325,2015-04-23,1678.19,1678.34,1633.26,1662.64,45687528041
326,2015-04-24,1663.69,1689.68,1657.66,1682.7,40403690139
327,2015-04-27,1681.97,1698.64,1677.22,1677.22,30771789361
328,2015-04-28,1674.76,1682.17,1667.36,1677.89,29507739404
329,2015-04-29,1677.92,1694.26,1666.52,1670.99,26159937335
330,2015-04-30,1672.04,1692.32,1668.6,1688.34,28924117712
331,2015-05-05,1690.02,1734.33,1690.02,1721.8,43125027992
332,2015-05-06,1722.79,1723.45,1697.89,1714.31,34467683587
333,2015-05-07,1709.82,1709.82,1676.21,1686.98,31098521960
334,2015-05-08,1686.94,1713.59,1684.32,1708.52,27195697237
335,2015-05-12,1709.03,1719.97,1689.34,1704.62,36154421259
336,2015-05-13,1705.83,1707.91,1681.15,1682.26,34856325968
337,2015-05-14,1682.64,1694.7,1672.22,1677.57,28121728762
338,2015-05-15,1681.53,1694.9,1679.17,1691.46,27819799310
339,2015-05-18,1692.58,1696.49,1677.69,1678.55,24398276737
340,2015-05-19,1677.5,1681.23,1646.86,1659.36,29501962952
341,2015-05-20,1659.23,1662.19,1631.79,1636.86,27479614193
342,2015-05-21,1637.13,1663.15,1632.44,1659.33,33027683176
343,2015-05-22,1659.47,1667.88,1653.03,1665.66,30634884998
344,2015-05-25,1665.62,1666.38,1641.96,1655.4,20420948220
345,2015-05-26,1659.42,1666.83,1646.13,1651.66,28194503099
346,2015-05-27,1651.28,1664.2,1637.44,1660.98,35786417716
347,2015-05-28,1659.73,1678.64,1656.24,1657.62,30309010225
348,2015-05-29,1659.72,1680.01,1609.19,1609.19,48082198702
349,2015-06-01,1617.18,1640.89,1616.94,1616.94,30875246625
350,2015-06-02,1618.38,1650.62,1612.87,1643.41,28435405398
351,2015-06-03,1647.19,1653.4,1616.06,1628.87,36210821998
352,2015-06-04,1629.33,1644.34,1627.05,1638.07,33645228033
353,2015-06-05,1637.96,1652.07,1633.49,1652.07,27827873364
354,2015-06-08,1652.99,1668.46,1642.2,1646.89,28510700896
355,2015-06-09,1646.92,1665.92,1637.4,1664.01,29188778226
356,2015-06-10,1665.29,1667.19,1650.89,1653.09,26617709919
357,2015-06-11,1654.89,1654.89,1638.18,1652.24,27749015557
358,2015-06-15,1649.22,1658.25,1629.89,1657.29,35364479772
359,2015-06-16,1656.99,1674.03,1649.27,1668.82,26617346477
360,2015-06-17,1669.0,1678.91,1662.0,1664.66,24988440340
361,2015-06-18,1665.66,1671.85,1658.43,1660.14,23118394361
362,2015-06-19,1661.76,1665.71,1655.59,1663.03,24540528041
363,2015-06-22,1664.48,1679.41,1663.59,1671.8,25538988011
364,2015-06-23,1673.83,1676.22,1656.41,1657.23,21998214130
365,2015-06-24,1658.58,1664.57,1642.13,1651.85,22392108289
366,2015-06-25,1649.43,1655.78,1631.99,1631.99,19923930891
367,2015-06-26,1630.92,1647.81,1626.87,1644.45,25595703087
368,2015-06-29,1631.6,1638.62,1625.73,1634.93,19158469469
369,2015-06-30,1634.26,1655.24,1626.09,1654.55,26997478613
370,2015-07-01,1653.26,1659.97,1638.47,1639.7,25085292936
371,2015-07-02,1641.43,1646.96,1633.8,1641.05,20472966669
372,2015-07-03,1640.71,1642.19,1625.49,1631.65,14641565563
373,2015-07-06,1626.63,1626.63,1613.71,1621.27,25053084669
374,2015-07-07,1620.55,1629.58,1606.4,1614.14,28421883734
375,2015-07-08,1613.82,1616.52,1573.98,1595.0,34970227613
376,2015-07-09,1598.21,1614.84,1598.21,1614.59,24711741425
377,2015-07-10,1615.77,1625.59,1615.77,1623.99,26147626552
378,2015-07-13,1618.21,1642.97,1618.21,1642.97,36864576019
379,2015-07-14,1642.93,1647.01,1626.18,1647.01,32488836341
380,2015-07-15,1628.02,1643.98,1628.02,1641.22,28224216593
381,2015-07-16,1640.15,1652.93,1637.3,1652.59,20173536045
382,2015-07-17,1652.52,1660.0,1646.4,1650.08,22136563101
383,2015-07-20,1651.11,1652.03,1619.47,1626.76,22460865407
384,2015-07-21,1626.17,1639.91,1618.58,1635.69,25349323922
385,2015-07-22,1634.31,1635.63,1620.5,1635.63,26862692731
386,2015-07-23,1634.69,1634.69,1614.99,1616.14,23062741161
387,2015-07-24,1614.97,1622.29,1593.11,1595.61,28837860037
388,2015-07-27,1594.82,1599.25,1570.46,1584.92,35777910902
389,2015-07-28,1584.28,1610.66,1578.06,1604.5,36511095579
390,2015-07-29,1606.14,1624.63,1600.54,1622.32,29880161765
391,2015-07-30,1622.77,1638.48,1620.25,1636.72,26758851204
392,2015-07-31,1635.26,1669.0,1630.18,1669.0,37734919974
393,2015-08-03,1666.25,1676.24,1654.46,1663.74,28069350451
394,2015-08-04,1661.78,1676.54,1659.27,1674.46,28420615882
395,2015-08-05,1676.69,1696.74,1665.14,1693.07,32158856424
396,2015-08-06,1689.87,1698.24,1670.6,1675.71,31888293343
397,2015-08-07,1678.61,1695.39,1677.97,1690.44,23675267619
398,2015-08-10,1691.11,1702.65,1674.45,1702.02,26308036402
399,2015-08-11,1701.94,1721.32,1694.79,1697.87,31498785759
400,2015-08-12,1693.93,1703.57,1683.35,1697.65,28603044801
401,2015-08-13,1701.08,1713.22,1690.07,1704.11,26640564079
402,2015-08-14,1703.18,1723.31,1699.79,1712.47,25961503163
403,2015-08-17,1710.8,1714.92,1694.6,1707.95,26216456403
404,2015-08-18,1707.36,1707.36,1685.89,1691.24,22759319652
405,2015-08-19,1690.4,1701.4,1665.72,1673.86,27424132779
406,2015-08-20,1671.92,1697.64,1668.74,1695.57,31893911929
407,2015-08-21,1694.97,1694.97,1663.31,1663.31,31172587927
408,2015-08-24,1651.15,1652.26,1603.72,1634.14,55532446893
409,2015-08-25,1641.18,1672.27,1639.97,1658.13,38323733852
